doc_id,hotel_name,reviewer_score,text_excerpt
17566,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,8.8,The hotel has a quirky feel The location in itself is a little industrial but easy access to Central Station on a free ferry means it s an oasis of calm in a mad city Breakfast was good A lack of amenities shops in th...
17567,Copthorne Tara Hotel London Kensington,7.5,Location Comfortable bed Noisy neighbours Cold food and drink at breakfast
17568,Holiday Inn London Kensington,5.4,Location Quiet room Slow reception staff Mainly because of large air crew parties often checking in together mRoom key kept failing and card had to be reset a few times as wouldn t open door
17569,Courtyard by Marriott Amsterdam Arena Atlas,7.9,I liked the size of the rooms the breakfast buffet was excellent The location of the hotel was good as it s very close to shops public transport and fast food places And of course the football stadium The housekeeping...
17570,The Bryson Hotel,5.8,The view Very over priced
17571,K K Palais Hotel,6.3,Nice location Nice building Service during breakfast Old room dusty due to carpet floor
17572,Copthorne Tara Hotel London Kensington,9.2,Clean and large room Single bed width a little small I would have preferred 30 cm more
17573,United Lodge Hotel and Apartments,5.0,The location being so close to Manor House station for Picadilly Line was good Nice view of the park The staff very lovely and smiling Daily cleaning of the rooms The bed springs broken the windows are not sound proof...
17574,Park Plaza Sherlock Holmes London,5.5,The staff Bathroom was dirty
17575,Hilton London Wembley,5.4,closeness to the stadium sky bar was closed prior top kick off and that was main reason we chose this hotel staff were awful and looked like they had never experienced a cup final day ever before Restaurant was fully ...
17576,Golden Tulip Amsterdam West,8.8,The staff were amazing the room beautiful and the food was outstanding
17577,Mondrian London,10.0,Lovely staff rooms look amazing and the private patio is great when we arrived there was petals on the bed in the shape of a heart and complementary roses and candles it was perfect for a weekend away for valentines W...
17578,IH Hotels Milano Gioia,4.6,Good breakfast overall The first room we received stank of cigarette smoke The second room we received also stank of cigarette smoke Shower handle was moldy facilities are old and not upheld
17579,The Whitechapel,7.5,very handy for tube steady walk to London tower room nice and quiet was quite taken aback leaving tube to hotel with population although nobody bothered us
17580,Pertschy Palais Hotel,6.7,Beautiful old palais in perfect location Rooms are spacious with high ceilings Facilities are old and lack comfort and style The bed is squeaky and rather uncomfortable The hotel has one iron for around 50rooms thus i...
17581,M by Montcalm Shoreditch London Tech City,9.2,Everything was on point
17582,Thistle Holborn The Kingsley,9.6,Lovely stay friendly staff and upgraded the room as it was my birthday
17583,InterContinental Paris Avenue Marceau,5.4,Friendly staff Overpriced small rooms Tiny GYM This is not an InterContinental by any means
17584,Axel Hotel Barcelona Urban Spa Adults Only,7.1,Location You hear the sound of the water of the bathrooms above My room had the window broken for which all noise of the road wad in
17585,Inntel Hotels Amsterdam Centre,9.6,The location of this hotel is amazing No free breakfast
17586,DoubleTree by Hilton London Hyde Park,3.8,Shower disaster bed so noise Room very small
17587,Holiday Inn London Kensington,7.5,The size and quality Through error on booking was charged for two rooms Not refunded but given credit note then advised room rate might change when using credit note Poor quality of breakfast food Please assist Thank ...
17588,Olivia Plaza Hotel,7.5,The bathroom was not really separated from the sleeping room
17589,South Place Hotel,9.6,Amazing service definitely loved it I would have expected to have a coffee tea maker in the room Would have been highly appreciated
17590,DoubleTree by Hilton London Docklands Riverside,5.8,Location close to Canary Wharf and free ferry across the river Hard to find from main road not signposted Surly uncooperative staff Unable to lock room securely one small bolt to outer door Noisy air conditioning system
17591,Ayre Hotel Gran V a,8.8,Excellent location staff breakfast
17592,Dorsett Shepherds Bush,6.3,The hotel is very smart and oozes quality on first impressions The bed was sumptuous and the linen crisp and clean The reception and bar area are very attractive the staff on reception were reasonably courteous Compli...
17593,Great St Helen Hotel,7.9,The location for my project was perfect and still close enough to some amenities How the shower soaked the bathroom floor
17594,Shaftesbury Hyde Park International,7.5,Very clean great location near to transport Staff very helpful Rooms a little small but other than that great breakfast was average
17595,Negresco Princess 4 Sup,9.6,The roof terrace is a real luxury after a long days shopping and drinks were very reasonably priced Rooms were slightly small but very nice
17596,Petit Palace Boqueria Garden,5.4,Location is excellent near metro and interesting places The breakfast was ok but the restaurant was really noisy We had a family room up to 4 people for three persons However the room was very tiny We also missed a mi...
17597,Millennium Gloucester Hotel London,10.0,Pleasant staff lovely extras
17598,Swiss tel Amsterdam,9.2,Friendly staff Excellent location Good breakfast
17599,Park Plaza County Hall London,9.2,View and facilities
17600,Park Plaza Victoria London,3.3,No parking place poor breakfast old furniture door broken it doesn t have the facilities of a 4 stars hotel
17601,Pullman Paris Tour Eiffel,6.7,Location We were told breakfast included But then when we go for breakfast we were turned away
17602,Sixtytwo Hotel,9.2,The location is perfect very convenient The staff at reception are very kind and helpful The room is modern and with fantastic city view Nothing particular
17603,Club Quarters Hotel Gracechurch,8.3,Great hassle free stay
17604,Bermondsey Square Hotel A Bespoke Hotel,7.1,The feel of the hotel the staff The room was pleasant And the hotel is very well located next to a great neighbourhood The bed was way too soft
17605,Room Mate Aitana,10.0,Beautiful views clean room large bathroom not centrally located
17606,Mercure Paris Terminus Nord,8.8,Nice location friendly staff delicious food
17607,H tel R de Paris Boutique Hotel,10.0,Most comfortable bed and best night s rest I ever found had in a hotel proper sound proofing in a bustling area friendly helpful staff and great location with 9th and 18th within walking distance as well as several me...
17608,Hotel Da Vinci,7.9,Hotel is very nice big room and comfortable bed Location convenient to train station Good breakfast Check in takes 30 minutes big line up staff unfriendly I called the desk no idea about my question I m still talking ...
17609,Millennium Hotel London Knightsbridge,9.2,The location is perfect Small rooms
17610,Grange Beauchamp Hotel,8.8,The location was excellent proximity to the West End of London as well as public transport links I was pleased to find a nice clean and comfortable room in Central London at relatively short notice for less than 100 p...
17611,The May Fair Hotel,8.8,great location Friendly staff Expensive and breakfast wasn t included A small basic twin room for 305 I would expect breakfast
17612,Room Mate Giulia,9.6,Really lovely staff Strange smell in the corridor
17613,Best Western Amiral Hotel,7.5,We liked having the pool facility and although the room was small there was everything you needed Most staff were friendly and helpful On the first day at breakfast they had run out of hot food and didn t replace it T...
17614,Barcel Sants,10.0,The bed was enormous and room extremely well equipped The vies from room were fabulous The spaceship decor was amazing All staff were polite courteous and spoke excellent English
17615,Austria Trend Hotel Rathauspark Wien,8.8,Location comfort of room good WiFi Little to complain
17616,Hotel Sunflower,7.5,Receptioner are very kind and helpful nice hotel very clean and cosy Insufficient food fot breakfast not comparable with the number of guests
17617,Hotel Best Western PLUS Alfa Aeropuerto,9.6,The room was modern and spacious The staff was very friendly The shuttle to and from the airport is super convenient I am very satisfied and recommend it to everyone that needs to stay close to the airport
17618,Hotel Casa Fuster G L Monumento,9.2,Some problem to turn on and off the light in the hotelroom
17619,DoubleTree by Hilton London West End,10.0,Everything about the hotel it s location it s staff and all round experience will be back again Just a fridge in the room and instructions how to use air con and heating but very minor points
17620,Le A,10.0,The people working there are great Helpful polite The hotel is great location is great regarding metro and near everything Would go again anytime I was lucky I had an inernal room the street rooms gets noisy on the we...
17621,Best Western Premier Hotel Couture,9.2,Rooms very quiet clean and comfortable No alcohol Breakfast expensive
17622,Mayflower Hotel Apartments,7.9,I liked the variety of the breakfast items the outside garden and the location of the hotel It s placed in a nice quite alley but close to restaurants shops and public transport The room was too small and the view fro...
17623,Ambassade Hotel,10.0,Excellent hotel Highly recommend
17624,Mercure Paris Gare Montparnasse,9.6,Location friendly staff good size room No gym
17625,Senato Hotel Milano,7.9,The hotel location is really good Just 10min walk from Duomo and shops The staff very friendly The bathroom not very practical they need to install holders for soap etc Breakfast is very simple To much sweet things
17626,DoubleTree by Hilton London Chelsea,7.9,Walking distsnce only three restaurants to chose from No washing facilities hotel was charging over the top prices to to wash a pair of socks Found the same issue at four hotels we stayed at during our European holiday
17627,London City Suites,9.2,The staff are all very attentive and helpful Housekeeping even noticed that I liked peppermint tea and without me asking left extra tea bags during the turndown servicing Rooms are comfortable there s a heated towel r...
17628,Novotel Paris Les Halles,7.9,Perfect location Perfect location with friendly staff
17629,DoubleTree by Hilton Hotel London Tower of London,5.4,Clean Nice people Shortage of fascilities
17630,K K Hotel Maria Theresia,8.8,Very good bed Silent room May be breakfast More choices
17631,Leonardo Hotel Vienna,7.9,Location Clean expert staff wifi is not free rooms are small with small pathroom
17632,Mokinba Hotels King,10.0,Everything
17633,Mercure Amsterdam Sloterdijk Station,9.6,Everything The rooms the shower the location its only one stop away from the center The staff were very helpful and friendly The breakfast place is nice and cosy and there were variations but I would suggest more eggs...
17634,Apex Temple Court Hotel,10.0,Wonderful hotel great food perfect room it was a perfect vacation
17635,St Martins Lane A Morgans Original,9.2,Location location location Spotlessly clean and great buzz
17636,citizenM Tower of London,10.0,Great location Rooms are small but designed really well to maximise the use of the space Technology in the room is ultra modern Loved the light settings electronic window blinds and iPad to control everything
17637,Doubletree by Hilton London Kensington,7.5,The cookies No daily replenishment of cookies in the room
17638,H tel du Minist re,10.0,The staff were all extremely helpful and friendly Made great recommendations for dining Super location very central Great breakfast set us up well each morning Cool decor and rooms Would happily return
17639,citizenM London Bankside,7.9,Location is excellent and the staff couldn t have been nicer everyone we came across was friendly and smiling The decor in the lobby is very cool and the bed was very comfortable The room was too small for us and not ...
17640,Col n Hotel Barcelona,9.2,Staff were very friendly and informative
17641,Flemings Mayfair,4.2,Hotel is under renovation and noise is unbearable Avoid the hotel untill renovation is finished
17642,DoubleTree by Hilton Hotel London Tower of London,7.5,General standard of room and public areas was good Asked fora high floor for the view We got 925 view of interior Also breakfast was way too expensive so we went around the corner
17643,Rosewood London,9.2,Classy design and comfort of bed room
17644,Villa Beaumarchais,7.5,Location comfortable bed peaceful food quality No one to greet at breakfast when I arrived then waited for me to start eating hot food then demanded for me to sign a paper reception called a taxi that is more expensiv...
17645,London City Suites,8.8,Comfy bed Cleanliness
17646,TownHouse 12,7.9,The interior design of the lobby is awesome large open space with huge mirrors well furnished unfortunately with some traces of leaks on the ceiling Our room 106 was on the first floor reachable from a long dark stair...
17647,Derby Alma,10.0,Derby Alma is in a very safe and comfortable location with amazing restaurants nearby Staff was extremely accommodating and even offered complimentary champagne upon our arrival The rooms were extremely spacious excep...
17648,Royal Passeig de Gracia,4.6,The hotel is at the end of Passeig De Gracia The cleaning of the rooms is very bad within the few days of our stay the house keeping pretend to do the cleaning In addition that we have stolen items from our shopping w...
17649,Hotel 4 Barcelona,8.8,Overall it was really nice and the reception staff was really helpful There was no alternative at the breakfast buffetfor those that don t eat pork some turkey or chicken would be nice And the cut fruit was too dry
17650,Hampshire Hotel Amsterdam American,10.0,wonderful staff spacious upgraded room staff at the formal restaurant bar made us wait over 20 minutes for a drink so we left
17651,Hotel degli Arcimboldi,10.0,Great new hotel my 4th time this year Clean mod rn rooms huge breakfast with lots of cakes Ideal location near highway and mall at 5 min walking distance
17652,Hotel degli Arcimboldi,10.0,I found the staff efficient and service oriented The room was comfortable and for me the bed was perfect as rather hard My own booking was fine But I had booked 2 double rooms for 2 nights for other people coming to M...
17653,Chateau Frontenac,8.3,Location and friendly helpful staff Rooms are small
17654,Avenida Palace,6.3,Bar and room were both pleasant Waited for 30mins for chilli supper Hiwever chef added some chunky chips with sauce to apologise for the delay which were both gorgeous
17655,Blakemore Hyde Park,7.9,Free WiFi Good breakfast choice Friendly and helpful staff Was impressed with the foyer on arrival Would have liked self service tea and coffee at breakfast
17656,M by Montcalm Shoreditch London Tech City,10.0,The bed was amazingly comfortable I felt like booking an extra day The spa facilities the hot stone massage again amazing The hotel was gorgeously looking nice bright very modern The staff were very friendly right fro...
17657,Washington Mayfair Hotel,3.3,Everything
17658,Holiday Inn London Kensington Forum,10.0,The helpfulness of every one
17659,Edouard 7 Paris Op ra,9.2,Staff are friendly and very helpful Breakfast is very good
17660,Innkeeper s Lodge London Greenwich,8.8,Great location Minutes from the Cutty Sark DLR station and the ferry An ideal place to stay if attending an event at the O2 Good continental breakfast It s grade 1 listed with steep stairs so might not suit older trav...
17661,Holiday Inn London Bloomsbury,10.0,Very friendly staff Great location for most of London Good size room Great choice for breakfast Very helpful and attentive young woman who waited on us for dinner
17662,Hotel SB Diagonal Zero Barcelona 4 Sup,4.2,The queuing at reception for checking in we waited 30 minutes for attention not very good for a 4 star hotel The room had no soundproof at all we had very little sleep due to people banging around and flushing toilets...
17663,Hampshire Hotel Amsterdam American,7.9,Beautiful spot gorgeous architecture breakfast offerings and hall are magnificent Our room was recently redone and the aesthetic choices are pretty awful
17664,Henry VIII,4.2,Location was good No bath plug Non attentive bar staff Hardly spoke English Stains on bed linen Air con not working Room was separated only by party door Pool tiny
17665,Austria Trend Hotel Ananas Wien,8.3,Location very convenient to the U bahn Two stops and you re at the Opera
17666,Acta Atrium Palace,10.0,I honestly never write reviews for the places I stay in but my stay with Atrium Palace was so perfect my friends and I were adamant we had to write a review The hotel staff were amazing and extremely helpful We were o...
17667,Hotel Lam e,9.2,We loved the decor the position and the rooftop bar The views from the roof were amazing and it also had a small but enjoyable breakfast menu The bed and pillows were also very comfy We would definitely stay there aga...
17668,M by Montcalm Shoreditch London Tech City,7.9,Late checkout as requested wasn t granted
17669,Hotel degli Arcimboldi,10.0,Staff is very good and room is clean Everything is great
17670,Amadi Park Hotel,6.3,Bed comfortable Free beer in the room every day It is advertised as city centre but it s really not It s a 20 min tram ride to the centre
17671,Radisson Blu Edwardian Berkshire,8.3,Location clean Rooms a little small and old looking
17672,K West Hotel Spa,10.0,Loved the overall look of the hotel The spacious rooms and the friendly staff Not applicable
17673,M by Montcalm Shoreditch London Tech City,9.2,location service
17674,Park Plaza Victoria Amsterdam,10.0,The hotel was beautiful It was spotless and comfortable The best thing about it was the staff Every single person we dealt with went above and beyond their remit in order to help us I will definately be going there ag...
17675,Catalonia Ramblas 4 Sup,10.0,Great location beautiful hotel friendly personnel and nice breakfasts
17676,The Nadler Victoria,9.0,The man on reception really went out of his way Fantastic service Functional room and excellent value given the location Free wifi a bonus Basement room so wouldn t have liked to stay for a few nights However for one ...
17677,The Pelham Starhotels Collezione,8.3,Perfect location adjacent to tube station but quiet Pleasant helpful staff Nice period house Good breakfast Bed too soft Aircon difficult to control at night Bathroom floor tiled absolutely freezing
17678,NH Collection Amsterdam Barbizon Palace,10.0,All was amazing comfy bed excellent staff 4 sure i will come back again thank you to all the staff I love amesterdam becoz of u all Nothing Idid not even talk a taxi All the nice places very near
17679,Hilton London Metropole,10.0,Bedrooms good size Location perfect No free internet in the rooms had to go to the main areas
17680,Henry VIII,6.7,The location and the friendliness of the Staff who all seemed to be Spanish After 10 days the breakfast became very boring same choices everyday Also didn t like that there was only fat free yoghurt and the fruit was ...
17681,The Nadler Victoria,9.2,Excellent free wifi Very good for working in the room Small kitchenette with fridge and coffee tea maker is great not restaurant in hotel needed Water filter no need to buy bottled water environment friendly
17682,INK Hotel Amsterdam MGallery by Sofitel,8.3,Very sleek smart hotel Trendy cool Great location very good breakfast Slightly small rooms but perfect for a short stay
17683,Rydges Kensington Hotel,7.5,Location Noise from road
17684,Terrass H tel Montmartre by MH,10.0,Wonderful funky boutique hotel Stronger wifi signal in room
17685,Park Plaza Victoria Amsterdam,8.8,all staff very helpful and welcoming no hot water in room for couple hours
17686,Negresco Princess 4 Sup,9.6,We loved everything The room was clean and comfortable and everything in the fridge was free of charge We loved the roof top bar and pool The breakfast wasn t good value for money especially since it wasn t included N...
17687,Courthouse Hotel London,7.9,Nice central location clean hotel Some of the furniture in the room was worn and weathered one of the swimming pool lights was hanging off the inside of the pool the sauna door dragged on the floor as you opened or cl...
17688,Radisson Blu Edwardian Berkshire,5.8,Location and staff old and dirty
17689,Hotel Da Vinci,8.8,The breakfast was excellent the lobby very nice and spacious rooms very clean and everything new The staff spoke little English and we re not very helpful for transportation needs There was no shampoo instead there wa...
17690,Radisson Blu Portman Hotel London,6.3,The facility and funiture became so old and needs to be renewed
17691,Hotel Vueling Bcn by HC,9.2,The location of the hotel was amazing it located right next to a train station which allowed me and my mum to travel around Barcelona as well as being within walking distance to the town centre where the shops and bus...
17692,Courthouse Hotel Shoreditch,9.2,great staff very friendly and helpful Fantastic rooms and bathrooms very comfortable Nice indoor pool bit of a trek to nearest tube station
17693,Copthorne Tara Hotel London Kensington,8.8,Fantastic location
17694,Park Plaza Westminster Bridge London,9.2,The location for our journey on to Devon the helpfulness of the staff didn t have any bad experiences only problem was the huge size of the Hotel which made it difficult to find our room
17695,Hotel Erzherzog Rainer,9.6,Location one stop on the metro or a leisurely walk into the centre The breakfast was delicious
17696,Ch teau Monfort Relais Ch teaux,9.6,The villa itself was stunning and attention to detail incredible everything from landscaping to living room and kitchen well kept All rooms were beautiful and the master bedroom something else We even loved the smell ...
17697,art otel Amsterdam,5.0,Hotel decor Staff not very knowledgeable nor friendly
17698,Novotel London City South,9.6,Very helpful staff clean excellent breakfast great location close to many attractions
17699,Inntel Hotels Amsterdam Centre,5.4,Location is good and lobby looks quite nice I have been in this hotel a few times before and was pretty satisfied This time I was given a tiny tiny room far away in an aisle freezing cold and with a ridiculous space f...
17700,The Cumberland A Guoman Hotel,6.3,Bed too soft
17701,H tel de la Bourdonnais,8.3,Spacious bathroom and comfortable bed
17702,Hotel Kavalier,6.7,that breakfast was included in the price The room was too hot and it was impossible to get the air on to go under 21 degrees way to hot for sleeping and when opening the window there was too much street noise At break...
17703,Bloomsbury Palace Hotel,8.8,Location was brilliant bed was comfortable breakfast was perfect easy check in can leave your luggage if your too early or if you can t get your train til a certain time requested extra towels staff were pleasant Size...
17704,Ambassade Hotel,10.0,Food was excellent and staff were extra friendly
17705,Hotel Esther a,10.0,Quality hotel that didn t gloss over things cosmetically e g quality toiletries decor and furniture Clean and well maintained the flower and fauna arrangements were outstanding We didn t bother with the food as breakf...
17706,Best Western Blue Tower Hotel,7.1,Nice hotel value for money Not as close to city centre as you would think
17707,Gainsborough Hotel,3.3,Nothing I could not recommend this hotel to anyone until I complained our room was in the basement down very narrow stairs there was no outside natural light in the room or fresh air very cloterphobic when the curtain...
17708,Eurostars Bcn Design,4.6,Location is the only benefit It is not a five star hotel in any way Our room has not even been cleaned We got back to our hotel at 7 pm after a long day and the room hasn t been cleaned I did not get an apology Just a...
17709,Crowne Plaza Paris R publique,8.8,Great location Lovely room Good breakfast Mouse infestation in the lobby lounge area Mouse traps in the lobby Faint smell of sewage in lobby
17710,Catalonia Square 4 Sup,9.6,I loved everything about this hotel I moved here from a 5 hotel and it was way better on every level The staff were pleasant helpful and very friendly The location was wonderful central and easily accessible The pool ...
17711,Hotel Sans Souci Wien,9.6,Service was excellent and thoughtful which is very important when travelling with infant They have baby bathtub and cot Whatever request we ask we get it promptly without the need to ask a 2nd time It is quite pricey ...
17712,DoubleTree by Hilton Hotel London Tower of London,9.6,Kindness of the staff Very confortable bed Good wi fi Skylounge view top Hall very cool Lifts not enough for the amount of people using them The system of call has to be improved One morning we had to wait 15 minutes ...
17713,The Montcalm At Brewery London City,10.0,Staff are great Lovely room Really liked the see through bathroom wall
17714,Derby Alma,10.0,We love the family suite it nice for family and also nice view from our window we can see eiffel tower from our window
17715,Copthorne Tara Hotel London Kensington,8.8,Room more than adequete spacious and met our needs The synthetic bedding can be a bit uncomfortable and a spare slim pillow would be a good idea All Large pillows will not suit everyone
17716,Hotel degli Arcimboldi,9.2,The hotel is modern has an excellent parking good breakfast good Internet Is located a 3 minutes walk from the subway what is great Appears to be a hotel oriented to business travelers that offers great deals in the s...
17717,Monument Hotel,10.0,I like everything Everytime I come for Barcelona I ll book this amazing hotel
17718,Hotel Esther a,7.9,Beds extremely comfortable Staff very helpful Tea coffee and so forth in the foyer lovely bonus
17719,Park Plaza Victoria London,9.6,Adjustable air con Comfortable bed Good duvet Would have liked chairs and table in a designated smoking area outside of course
17720,Courthouse Hotel London,7.9,The location was great with many choices of dining shopping and pubs The staff was polite but kind of cold People would expect more from a 5 star property
17721,Barcel Sants,9.2,Very comfy bed Air con didnt work could ve opened breakfast on morning of marathon earlier 6 instead of 6 30 like other hotels in support of runners
17722,South Place Hotel,9.2,My extras as I was just married
17723,Glam Milano,10.0,The location is perfect both for the city of Milan and for travelling to other cities in Italy The staff are great half board was fantastic value and the food was really tasty everyday The room was perfect the wifi gr...
17724,Rosa Grand Milano Starhotels Collezione,10.0,close to downtown and clean
17725,Hilton London Canary Wharf,9.6,Everything was amazing but especially the romance package
17726,Holiday Inn London West,10.0,Everything
17727,H tel La Parizienne by Elegancia,7.9,All of the hotel staff very friendly and very helpful Breakfast lovely The local bar La Marquise two doors down on the right after leaving the hotel was splendid for a drink and food Excellent transport links and bars...
17728,Austria Trend Hotel Ananas Wien,7.9,Good value and close to where I wanted to be
17729,Best Western Plus Hotel Felice Casati,6.3,spacious room breakfast
17730,Pestana Chelsea Bridge Hotel Spa,7.9,Very good service and I will deffo be coming again maybe tonight lol
17731,Hyatt Regency London The Churchill,9.6,Breakfast freshly made beds comfy rooms clean and comfortable
17732,Catalonia Catedral,9.2,Beautiful building spacious and clean room Had dinner one night in the restaurant tasty food and reasonable prices As I had some business in town I asked for 45 minutes late check out but it was not possible so I chec...
17733,Catalonia Born,9.2,Very pleasant hotel
17734,Millennium Gloucester Hotel London,4.6,Hotel Location is very convenient the room was very warm with no ventelation as the windows were locked A C was set only to heating or air recycling fan the hotel staff were very negative in resolving the issue
17735,Sansi Diputacio,6.7,The restaurant is very poor And the staff needs training
17736,Radisson Blu Edwardian Sussex,5.4,The room was so small and had an awful smell It took a long time standing in the corridor waiting to be moved to another room
17737,Hilton London Paddington,4.2,The temperature control system didn t work properly in fact hardly anything in the room work so was ending up being awake all night because the room was too warm and it s winter
17738,Hotel Am Schubertring,10.0,Atencion excelente Nada
17739,Ilunion Barcelona,9.6,We have stayed here twice and just love the place Such a great location 5 mins walk to the beach but still miles away from the tourist crowds Pay the extra for the deluxe rooms they are such great value really large a...
17740,Hotel Champs Elys es Friedland by Happyculture,9.6,Everything Room size
17741,Hampshire Hotel Amsterdam American,10.0,The beds where so comfy really good beds Room was very clean Staff where so friendly always helpful Just 10 out of 10 These was nothing to fault really If i really had to pick just the bath was a bit out of date that ...
17742,Monhotel Lounge SPA,8.3,design hotel ideally located close to both the Porte Maillot convention center and the champs Elys e area very helpful staff even before and after end of the stay Could improve on breakfast items grapefruit juice was ...
17743,Shangri La Hotel at The Shard London,10.0,Everything was perfect the staff can not do enough for you The hotel is amazing
17744,Radisson Blu Edwardian New Providence Wharf,10.0,Everything I called up a few days before to and told them it was my boyfriend s birthday When we got to the hotel it looked amazing the lady who checked us in was so polite and efficient We got the room and it was set...
17745,Aloft London Excel,8.3,The location is good for the O2 and easy train transport to other places even though it is a bit far from central London Nice comfortable beds clean room good view quiet Good hotel bar and helpful staff
17746,Park Grand Paddington Court,7.5,location clean friendly staff noisy from the outside as well as next rooms bed was too soft alarm went off two times in the night
17747,Doubletree by Hilton London Kensington,7.9,Hotel was clean with modern decor My room was a nice size and didn t feel cramped The hotel is very close to South Kensington tube the Hummingbird Bakery which is a bonus if you re a fan of cake Bed not very comfortable
17748,Holiday Inn London Kensington,5.0,Generally nice environment I had to chase staff to get thing done that should have been done without my input
17749,Hilton London Angel Islington,8.3,The fantastic view of London City
17750,Blakemore Hyde Park,8.3,The room was modern and very nice Some noise from the opening and closing of an entrance door next to my room
17751,Klima Hotel Milano Fiere,4.2,Terrible staffs disaster services people are extremely rude have no idea of doing service
17752,Duquesa Suites Barcelona,6.7,Our room was bad smelling
17753,Villa Beaumarchais,6.7,Vey good location in the Marais and close to metro and restaurants Staff were friendly and helpful Rooms were quite small and in need of refurbishment
17754,Doubletree by Hilton London Kensington,9.6,Friendly staff
17755,The Bloomsbury Hotel,10.0,Location and confort
17756,Conrad London St James,9.6,Clean modern hotel with excellent rooms and very helpful and friendly staff Breakfast was overpriced they had only cooked Sausages Scrambled Egg and Mushrooms I had to ask for Bacon and B Beans to be cooked I would of...
17757,St George s Hotel Wembley,9.2,Extremely comfortable room with lots of great features Didn t want to leave The staff were very accommodating with our need to check in and check out early Have already booked to return again next month No major issue...
17758,Exe Laietana Palace,4.6,Location was good easy walking to the old city but noisy all night This was a 4 star rated hotel which was very tired old fashioned and not in a good way The shower kept slipping down and there was no kettle in the ro...
17759,The London EDITION,9.2,Very friendly and helpful staff Rooms are perfectly laid out and feel very spacious Bed was comfortable Huge immaculate bathroom Location is convenient and easy to walk to many shops restaurants and bars I really like...
17760,Austria Trend Hotel Bosei Wien,8.8,The price I got the room much cheaper than usually the breakfast is buffet and you can get it everything there the cleanliness perfect very quiet The location is not perfect for sightseeing but anyway you get a train ...
17761,The Principal London,5.4,I was in one of the inner rooms and experienced one of the worst nights sleep I have ever had at a hotel due to the noise of the generators all night
17762,Hotel Indigo London Tower Hill,10.0,Everything it was a great hotel
17763,Hilton Garden Inn Milan North,10.0,The staff are very friendly and helpful I can recommend to all my friends Food was excellent breakfast and dinner
17764,Novotel London West,5.4,Carpets very tired Appears dirty Bathroom dated
17765,Seraphine Kensington Gardens Hotel,6.7,Location is very good Staff friendly Breakfast is simple but good Coffee maker in room is a plus The staircase leading up to the hotel is steep narrow and the walls need a fresh coat of paint The rooms are TINY No blo...
17766,Hotel 82 London,8.3,top location and excellent value staff excellent Breakfast good
17767,Inntel Hotels Amsterdam Centre,8.8,Very clean and comfortable room Very good size room Excellent water pressure in the shower Staff were very friendly and extra helpful Front desk staff Kenny was great in helping me print out my boarding pass Super fas...
17768,Mercure Paris Arc de Triomphe Etoile,8.3,Great location Justvhad a reverb so smelling of paint a bit but good Reverb not top quality workmanship but hotel presents very well Lift slow and small
17769,Alexandra Barcelona A DoubleTree by Hilton,6.7,Staffs were eager to help Missing Sleepers
17770,Mercure Josefshof Wien,9.6,rooms are clean beds are very comfortable breakfast was also great
17771,Park Plaza London Riverbank,5.0,Take 1 hour to check in I booked for 2 days and I reached hotel and they said you have to wait 4 hours to check in and I already paid the day before After I call the manager then they give me the room after long wait ...
17772,Austria Trend Hotel Bosei Wien,5.8,The staff was kind and ready to help This is not the first time when I was there But this time it was so different starting with receving the keys from one old appartment on the 5th floor changing the key for another ...
17773,Hotel SB Icaria Barcelona,8.3,Very good breakfast including jamon serrano and sparkling wine Nice receptionist Vanessa should learn what is taxi as we ordered taxi and got expensive shuttle bus
17774,Mercure Grand Hotel Biedermeier Wien,5.8,Close to Wien Mitte secluded and peaceful Service charges on everything from water in the rooms to high service charges for delivering it to the room Room electronics can be improved to save running around and lightin...
17775,Hotel Das Tigra,9.2,Location is excellent and you are right in the heart of Vienna Bed is very comfy in a nicely furnished room and good quality bathroom Well worth a stay if it can be had for a cut down price Rooms were hot and AC didn ...
17776,M by Montcalm Shoreditch London Tech City,9.6,Amazing room high tech great spa Being locked out of room with a dodgy key card twice Room wasn t ready at check in
17777,The Grosvenor,8.3,Lovely staff good food Room a bit small and nothing special in terms of decoration
17778,Clayton Hotel Chiswick,7.5,Our room was lovely very clean we was on the 6th floor so had a nice view of the planes coming in to land We liked the fact that you didn t have to check out until 12pm By booking breakfast at reception for the next m...
17779,The Marble Arch London,8.8,Staff treatement and breakfast I reserved a room with sofa First day only avilable small room with no Sofa
17780,Suite Hotel 900 m zur Oper,5.8,The water glasses in the room were not clean the minibar was empty the AC didnt work and the wifi was so slow that I could not even check my e mails
17781,DoubleTree by Hilton London Hyde Park,9.2,Nice beds and balcony Great location and easy parking Not much
17782,Blakemore Hyde Park,7.1,Reception ladies very welcoming and pleasant Large bed Overlooked the circle and district line so could hear the trains passing by shower in bathroom was really weak barely strong enough flow to wash with
17783,WestCord Fashion Hotel Amsterdam,7.5,Room was a good size for Europe Comfortable bed and pillows Nice bar on 10th floor A little far from tram and metro if you have any difficulty walking
17784,Park Avenue Baker Street,10.0,Rooms and facilities were excellent The bed was so comfy
17785,Mercure Paris Opera Louvre,7.9,Mercure hotel near Metro and eazy to go anywhere The hotel address a bit confusing for taxi becareful
17786,Austria Trend Hotel Bosei Wien,5.4,The food is quite good at the hotel value for money Barman is very nice The room was really clean The location is definitively poor no other restaurants around You are forced to go to the bar to have some food if you ...
